cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,period_type,ticker
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.01,Aplicações de investimentos disponíveis para venda,-2156925.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,1629548.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.03,Resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.04,Pagamento pela compra de Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.05,Pagamento pela compra de Imobilizado,-2735.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.06,Pagamento pela compra de Intangível,-12134.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.07,Pagamento pela compra de Arrendamento Mercantil,-1218.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.08,Recebimento pela venda de Investimentos,80.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.02.09,Recebimento pela venda de Imobilizado,78.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.03,Caixa Líquido Atividades de Financiamento,-727081.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.04,Variação Cambial s/ Caixa e Equivalentes,36113.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.05,Aumento (Redução) de Caixa e Equivalentes,-26390.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,43131.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-06-30,6.05.02,Saldo Final de Caixa e Equivalentes,16741.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01,Caixa Líquido Atividades Operacionais,1267922.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.01,Recebimentos de prêmios de resseguros,5362843.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.02,Recuperações de sinistros e comissões,849438.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.03,Outros pagamentos (recebimentos) operacionais,-22777.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.04,"Pagamentos de sinistros, benefícios, resgates e comissões",-4961190.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.05,Repasses de prêmios por cessão de riscos,-1387263.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.06,Pagamentos de despesas e obrigações,-134404.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.07,Recebimento de aluguéis e outros recebimentos operacionais,54666.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.08,Recebimento de serviços,18073.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.09,Recebimentos de juros e dividendos,4672.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.10,Constituição (Resgates) de depósitos judiciais,2006.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-6005709.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.12,Vendas e resgates de investimentos ao valor justo por meio do resultado,7827855.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.01.13,Impostos e contribuições pagos,-340288.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02,Caixa Líquido Atividades de Investimento,-581986.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.01,Aplicações de investimentos disponíveis para venda,-3222087.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,2671565.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.03,Resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.04,Pagamento pela compra de Investimentos,-15879.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.05,Pagamento pela compra de Imobilizado,-3305.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.06,Pagamento pela compra de Intangível,-17008.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.07,Pagamento pela compra de Arrendamento Mercantil,-1729.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.08,Recebimento pela venda de Investimentos,6379.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.02.09,Recebimento pela venda de Imobilizado,78.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.03,Caixa Líquido Atividades de Financiamento,-727081.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.04,Variação Cambial s/ Caixa e Equivalentes,55784.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.05,Aumento (Redução) de Caixa e Equivalentes,14639.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,43131.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2019-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2019-01-01,2019-09-30,6.05.02,Saldo Final de Caixa e Equivalentes,57770.0,S,Direct Cash Flow,YTD,IRBR3
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01,Caixa Líquido Atividades Operacionais,18256.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.01,Caixa Gerado nas Operações,18256.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.02,Variações nos Ativos e Passivos,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.03,Outros,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02,Caixa Líquido Atividades de Investimento,-46844.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.03,Caixa Líquido Atividades de Financiamento,-1723.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,28029.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,-2282.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,156673.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,154391.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01,Caixa Líquido Atividades Operacionais,82216.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.01,Caixa Gerado nas Operações,82216.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.02,Variações nos Ativos e Passivos,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.01.03,Outros,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02,Caixa Líquido Atividades de Investimento,-104885.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.01,"Aquisição de imobilizado, líquido",-105775.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.02,Resgates líquidos no vencimento de aplicações financeiras,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.03,Investimento líquido em aplicações financeiras,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.02.04,Valor recebido da venda de imobilizado,890.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03,Caixa Líquido Atividades de Financiamento,-17299.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.01,Obtenção de empréstimos,35628.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.02,Pagamentos de dividendos,-13556.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.03,Valor recebido pelo exercício de opções de ações,-575.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.04,Pagamento de empréstimos de curto prazo,-24330.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.05,Pagamento de outros passivos,-3359.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.06,Pagamento do principal de passivos de arrendamento,-3004.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.03.07,Juros de empréstimos pagos,-8103.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.04,Variação Cambial s/ Caixa e Equivalentes,27806.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05,Aumento (Redução) de Caixa e Equivalentes,-12162.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,156673.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2020-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-06-30,6.05.02,Saldo Final de Caixa e Equivalentes,144511.0,S,Direct Cash Flow,YTD,AURA33
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01,Caixa Líquido Atividades Operacionais,112554.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.01,Recebimentos de prêmios de resseguros,1945558.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.02,Recuperações de sinistros e comissões,326305.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",-7499.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-1577555.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.05,Repasses de prêmios por cessão de riscos,-499735.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.06,Pagamentos de despesas e obrigações,-145653.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.07,Outros pagamentos operacionais,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.08,Recebimento de aluguéis,663198.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.09,Recebimentos de juros e dividendos,139.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.10,Constituição de depósitos judiciais,229.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-1091380.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,692939.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.01.13,Impostos e contribuições pagos,-193992.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02,Caixa Líquido Atividades de Investimento,221736.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.01,Aplicações de investimentos disponíveis para venda,-1095112.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.02,Vendas e resgates de investimentos disponíveis para venda,1330596.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-663.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-13085.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.10,Pagamento de arrendamento mercantil,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.03,Caixa Líquido Atividades de Financiamento,-270870.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,-270870.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.03.03,Aquisição das ações próprias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,11022.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2020-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2020-01-01,2020-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,74442.0,S,Direct Cash Flow,YTD,IRBR3
