cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,start_month,end_month,period_type,ticker
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.03,Resultado Bruto,606465.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04,Despesas/Receitas Operacionais,-277364.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.01,Despesas com Vendas,-71002.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.02,Despesas Gerais e Administrativas,-109782.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.04,Outras Receitas Operacionais,141616.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.05,Outras Despesas Operacionais,-275073.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.06,Resultado de Equivalência Patrimonial,36877.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,329101.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06,Resultado Financeiro,-83758.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06.01,Receitas Financeiras,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06.02,Despesas Financeiras,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.07,Resultado Antes dos Tributos sobre o Lucro,245343.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-74097.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08.01,Corrente,-48284.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08.02,Diferido,-25813.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.09,Resultado Líquido das Operações Continuadas,171246.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.11,Lucro/Prejuízo Consolidado do Período,171246.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.11.01,Atribuído a Sócios da Empresa Controladora,131251.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.11.02,Atribuído a Sócios Não Controladores,39995.0,S,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.01.01,ON,0.1,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.01.02,PN,0.11,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.02.01,ON,0.1,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.99.02.02,PN,0.11,N,Income Statement,04,06,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.01,Receita de Venda de Bens e/ou Serviços,3849794.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-3373955.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.03,Resultado Bruto,475839.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04,Despesas/Receitas Operacionais,-276599.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.01,Despesas com Vendas,-73789.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.02,Despesas Gerais e Administrativas,-97924.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.04,Outras Receitas Operacionais,260199.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.05,Outras Despesas Operacionais,-423343.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.04.06,Resultado de Equivalência Patrimonial,58258.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,199240.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.06,Resultado Financeiro,-444734.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.06.01,Receitas Financeiras,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.06.02,Despesas Financeiras,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.07,Resultado Antes dos Tributos sobre o Lucro,-245494.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,106514.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.08.01,Corrente,-53683.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.08.02,Diferido,160197.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.09,Resultado Líquido das Operações Continuadas,-138980.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.11,Lucro/Prejuízo Consolidado do Período,-138980.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.11.01,Atribuído a Sócios da Empresa Controladora,-183909.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.11.02,Atribuído a Sócios Não Controladores,44929.0,S,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.01.01,ON,-0.14,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.01.02,PN,-0.15,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.02.01,ON,-0.14,N,Income Statement,07,09,Quarter,USIM5
60.894.730/0001-05,2019-09-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-07-01,2019-09-30,3.99.02.02,PN,-0.15,N,Income Statement,07,09,Quarter,USIM5
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.01,Receita de Venda de Bens e/ou Serviços,1071000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-791000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.03,Resultado Bruto,280000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04,Despesas/Receitas Operacionais,2163000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.01,Despesas com Vendas,-161000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.02,Despesas Gerais e Administrativas,-85000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.04,Outras Receitas Operacionais,44000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.05,Outras Despesas Operacionais,-259000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.05.01,Despesas Tributárias,-243000.0,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.05.02,Outras,-16000.0,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.04.06,Resultado de Equivalência Patrimonial,2624000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,2443000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.06,Resultado Financeiro,-18000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.06.01,Receitas Financeiras,94000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.06.02,Despesas Financeiras,-112000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.07,Resultado Antes dos Tributos sobre o Lucro,2425000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,76000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.08.01,Corrente,-19000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.08.02,Diferido,95000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.09,Resultado Líquido das Operações Continuadas,2501000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.11,Lucro/Prejuízo Consolidado do Período,2501000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.11.01,Atribuído a Sócios da Empresa Controladora,2486000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.11.02,Atribuído a Sócios Não Controladores,15000.0,S,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.01,Lucro Básico por Ação,0.0,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.01.01,ON,0.3,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.01.02,PN,0.3,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.02,Lucro Diluído por Ação,0.0,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.02.01,ON,0.3,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-03-31,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-03-31,3.99.02.02,PN,0.3,N,Income Statement,01,03,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.01,Receita de Venda de Bens e/ou Serviços,1143000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-797000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.03,Resultado Bruto,346000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04,Despesas/Receitas Operacionais,2286000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.01,Despesas com Vendas,-170000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.02,Despesas Gerais e Administrativas,-87000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.04,Outras Receitas Operacionais,90000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.05,Outras Despesas Operacionais,-7000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.05.01,Despesas Tributárias,-2000.0,N,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.05.02,Outras,-5000.0,N,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.04.06,Resultado de Equivalência Patrimonial,2460000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,2632000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06,Resultado Financeiro,-17000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06.01,Receitas Financeiras,88000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.06.02,Despesas Financeiras,-105000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.07,Resultado Antes dos Tributos sobre o Lucro,2615000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-136000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08.01,Corrente,-18000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.08.02,Diferido,-118000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.09,Resultado Líquido das Operações Continuadas,2479000.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,ITSA4
61.532.644/0001-15,2019-06-30,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-04-01,2019-06-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,Income Statement,04,06,Quarter,ITSA4
